,loss,accuracy,val_loss,val_accuracy
37,0.3159610629081726,0.8776921629905701,0.3203032314777374,0.8744365572929382
38,0.3162161111831665,0.8773916959762573,0.3093368709087372,0.8796078562736511
39,0.315885841846466,0.8776787519454956,0.3062340319156647,0.8834143280982971
40,0.3159518539905548,0.8776143789291382,0.3072448074817657,0.881861686706543
41,0.315168023109436,0.8772870302200317,0.3072960376739502,0.881799042224884
42,0.3145385384559631,0.8779953718185425,0.3132524192333221,0.8796829581260681
43,0.3149227201938629,0.8779631853103638,0.3288014531135559,0.8730842471122742
44,0.3139861226081848,0.8784247040748596,0.3070188462734222,0.8830010890960693
45,0.3136194944381714,0.8789049386978149,0.30119189620018,0.8851297497749329
46,0.3129104375839233,0.8787627816200256,0.3118798434734344,0.8790068030357361
47,0.3128979504108429,0.879116952419281,0.3125830292701721,0.8790568709373474
48,0.3122231066226959,0.8798869848251343,0.3053267300128937,0.882199764251709
49,0.3122461438179016,0.8794872164726257,0.320065826177597,0.8770910501480103
50,0.31235072016716,0.879675030708313,0.3226171433925628,0.8722327947616577
51,0.3120289742946625,0.8795757293701172,0.3212352693080902,0.8748121857643127
52,0.3118096590042114,0.879725992679596,0.3163317143917084,0.87697833776474
53,0.3117568492889404,0.8796830773353577,0.3008670210838318,0.8868952393531799
54,0.3108841776847839,0.8800157904624939,0.3021021783351898,0.8867449760437012
55,0.3113832175731659,0.8801364898681641,0.3038574755191803,0.8844661116600037
56,0.3117071092128753,0.87975013256073,0.3117372393608093,0.8810978531837463
57,0.3107270896434784,0.880281388759613,0.3007211089134216,0.8865696787834167
58,0.3101381063461303,0.8802250623703003,0.3038643002510071,0.8833767175674438
59,0.3102321326732635,0.8805524110794067,0.3070481717586517,0.8818115592002869
60,0.3108609616756439,0.8805416822433472,0.3100290894508362,0.8827256560325623
61,0.3103676736354828,0.880450427532196,0.3011759221553802,0.8858309388160706
62,0.3101661801338196,0.8806033730506897,0.3057125508785248,0.8812606334686279
63,0.3090383410453796,0.8812795281410217,0.29925337433815,0.8861815333366394
64,0.3101019859313965,0.8802679777145386,0.3109423518180847,0.881598711013794
65,0.3097700476646423,0.880791187286377,0.2996956706047058,0.8868827223777771
66,0.310074895620346,0.880791187286377,0.3026652336120605,0.8875839114189148
67,0.3093556761741638,0.8812768459320068,0.3074990808963775,0.8813357949256897
68,0.3089145123958587,0.8814834356307983,0.3157443702220917,0.8801462650299072
69,0.3093370497226715,0.8812527060508728,0.3173865675926208,0.8731593489646912
70,0.3092995584011078,0.8808341026306152,0.2998088300228119,0.8880972862243652
71,0.3089453876018524,0.8811910152435303,0.3001529574394226,0.8855053782463074
72,0.3088385164737701,0.881199061870575,0.3024364411830902,0.8851547837257385
73,0.3086251020431518,0.8813492655754089,0.3072790205478668,0.8854552507400513
74,0.3083101809024811,0.8816310167312622,0.3058611154556274,0.8808474540710449
75,0.3086998164653778,0.8813090324401855,0.3082504868507385,0.8809601068496704
76,0.3081038296222687,0.8817651867866516,0.3288829028606415,0.8721325993537903
77,0.3085212111473083,0.8816256523132324,0.3048435747623443,0.8842281699180603
78,0.3080480098724365,0.8815559148788452,0.3017100691795349,0.8853676319122314
79,0.3082962334156036,0.8821005821228027,0.3040924966335296,0.8834518790245056
80,0.3080048859119415,0.8816229701042175,0.3125346302986145,0.8786562085151672
81,0.3082607090473175,0.8817759156227112,0.2991926968097687,0.8863568305969238
82,0.3069903254508972,0.8825647234916687,0.3177383840084076,0.8751377463340759
83,0.3074281215667724,0.8820200562477112,0.3124271929264068,0.8796704411506653
84,0.3069196045398712,0.882143497467041,0.3109261989593506,0.8814985752105713
85,0.3073067367076874,0.8821917772293091,0.2992686033248901,0.8874586820602417
86,0.3065929710865021,0.8825432658195496,0.3002651035785675,0.8886732459068298
87,0.3066162168979645,0.8825700879096985,0.3080273270606994,0.8814359307289124
88,0.3064914047718048,0.8826586604118347,0.3043061196804046,0.884178102016449
89,0.3061881959438324,0.8827901482582092,0.3026059865951538,0.8841405510902405
90,0.306656002998352,0.8826318383216858,0.3023754358291626,0.8849669694900513
91,0.3058279454708099,0.8827767372131348,0.3090634047985077,0.8813983798027039
92,0.3063244223594665,0.8828572034835815,0.2965803444385528,0.8881098031997681
93,0.3059764802455902,0.8828518390655518,0.2949779033660888,0.8888735771179199
94,0.3057153522968292,0.8831228613853455,0.2938793301582336,0.8901633024215698
95,0.3051711320877075,0.8835816383361816,0.2982344031333923,0.8877967596054077
96,0.3062723875045776,0.8827123045921326,0.3079526126384735,0.880033552646637
97,0.3060302734375,0.8827552795410156,0.2960948646068573,0.8883727192878723
98,0.3056311309337616,0.8829967379570007,0.3286846280097961,0.8670364618301392
99,0.3047983646392822,0.8839572668075562,0.3100854158401489,0.8813483119010925
100,0.3050485849380493,0.8834072351455688,0.3304987251758575,0.8668736815452576
101,0.3045020401477813,0.8839545845985413,0.301909476518631,0.8846288919448853
102,0.3043565452098846,0.8838231563568115,0.3056655824184418,0.8827381730079651
103,0.3040215373039245,0.8841021656990051,0.2971813678741455,0.8885354995727539
104,0.3038177788257599,0.8839009404182434,0.2971831858158111,0.8895872831344604
105,0.3039953410625458,0.884150505065918,0.2964751422405243,0.8883351683616638
106,0.3034517467021942,0.884174644947052,0.293192058801651,0.8911148905754089
107,0.304004967212677,0.8843919634819031,0.300458550453186,0.8868827223777771
108,0.3032954037189483,0.8843033909797668,0.3072951436042785,0.8844786286354065
109,0.3033561110496521,0.884442925453186,0.3038172125816345,0.8847916722297668
110,0.3031051754951477,0.8846039175987244,0.2992384135723114,0.8887483477592468
111,0.3023196160793304,0.8849419951438904,0.2992244660854339,0.8858559727668762
112,0.302173912525177,0.8850842118263245,0.2971538007259369,0.8890363574028015
113,0.3021457493305206,0.88495272397995,0.2915433943271637,0.8916032314300537
114,0.3017627298831939,0.8850895762443542,0.2934068441390991,0.8915406465530396
115,0.3019362688064575,0.8852586150169373,0.2932232320308685,0.8899128437042236
116,0.3013324737548828,0.8856208324432373,0.3021216988563537,0.8844535946846008
117,0.3006726205348968,0.8861225843429565,0.3005144596099853,0.8848167061805725
118,0.3007386028766632,0.8858945369720459,0.2991380095481872,0.8866949081420898
119,0.3008634746074676,0.885773777961731,0.31108158826828,0.8781678676605225
120,0.3002967834472656,0.8859615921974182,0.2968970239162445,0.8903886675834656
